cod_municipio,UF,municipio,populacao,faixa_populacao,regiao,atendimento_website,atendimento_whatsapp,atendimento_telefone,nao_disponibiliza_atendimento_distancia,tipo_conexao_internet,tem_estrutura_t,ti_funcionarios_efetivos,ti_terceirizados,tem_cpd,software_interno,software_sociedade,nao_desenvolveu_software,A página da prefeitura na internet está,servico_ouvidoria_online,servico_consulta_processos,servico_nota_fiscal_eletronica,servico_agendamento_saude,site_mobile,tem_inclusao_digital,curso_informatica_populacao,tem_wifi_publico,consulta_publica_online,tem_portal_transparencia,tem_portal_dados_abertos,acessibilidade_sem_mouse,acessibilidade_libras
4119400,PR,Piraí do Sul,24000,4 - 20001 até 50000,4 - Sul,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim
4119509,PR,Piraquara,124934,6 - 100001 até 500000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não
4119608,PR,Pitanga,34513,4 - 20001 até 50000,4 - Sul,Sim,Não,Sim,Não,Via rádio,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
4119657,PR,Pitangueiras,3121,1 - Até 5000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim
4119707,PR,Planaltina do Paraná,4123,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
4119806,PR,Planalto,14663,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4119905,PR,Ponta Grossa,372562,6 - 100001 até 500000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não
4119954,PR,Pontal do Paraná,32426,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
4120002,PR,Porecatu,11438,3 - 10001 até 20000,4 - Sul,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Em manutenção ou reestruturação,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
4120101,PR,Porto Amazonas,4099,1 - Até 5000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Sim,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim
4120150,PR,Porto Barreiro,3078,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
4120200,PR,Porto Rico,3316,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
4120309,PR,Porto Vitória,3549,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não
4120333,PR,Prado Ferreira,3799,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim
4120358,PR,Pranchita,5833,2 - 5001 até 10000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,-,-,Sim,Não,Não,Sim,Em manutenção ou reestruturação,Sim,Não,Não,Não,Não,Não,-,Sim,Não,Sim,Não,-,-
4120408,PR,Presidente Castelo Branco,4336,1 - Até 5000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Sim,Sim
4120507,PR,Primeiro de Maio,10121,3 - 10001 até 20000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Sim
4120606,PR,Prudentópolis,50428,5 - 50001 até 100000,4 - Sul,Sim,Sim,Sim,Não,Via rádio,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Sim,Não,Não
4120655,PR,Quarto Centenário,4170,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
4120705,PR,Quatiguá,8357,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não
4120804,PR,Quatro Barras,25109,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
4120853,PR,Quatro Pontes,4636,1 - Até 5000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não
4120903,PR,Quedas do Iguaçu,31405,4 - 20001 até 50000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Não
4121000,PR,Querência do Norte,10693,3 - 10001 até 20000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não
4121109,PR,Quinta do Sol,5060,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,"Via modem Via linha telefônica (DSL)G, Via rádioG ou Via satéliteG",Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
4121208,PR,Quitandinha,18823,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Não
4121257,PR,Ramilândia,4293,1 - Até 5000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
4121307,PR,Rancho Alegre,3501,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Não,Sim
4121356,PR,Rancho Alegre DOeste,2638,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não
4121406,PR,Realeza,19903,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não
4121505,PR,Rebouças,14754,3 - 10001 até 20000,4 - Sul,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
4121604,PR,Renascença,6946,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Sim,Sim,Não,Não
4121703,PR,Reserva,24851,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,-,-
4121752,PR,Reserva do Iguaçu,6543,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
4121802,PR,Ribeirão Claro,12770,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,-,-
4121901,PR,Ribeirão do Pinhal,13180,3 - 10001 até 20000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
4122008,PR,Rio Azul,14214,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Não,Não,Ativa,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não
4122107,PR,Rio Bom,3223,1 - Até 5000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim
4122156,PR,Rio Bonito do Iguaçu,14234,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não
4122172,PR,Rio Branco do Ivaí,3850,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim
4122206,PR,Rio Branco do Sul,39307,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
4122305,PR,Rio Negro,31992,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Sim,Não,Sim
4122404,PR,Rolândia,74935,5 - 50001 até 100000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim
4122503,PR,Roncador,11371,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim
4122602,PR,Rondon,9240,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Não
4122651,PR,Rosário do Ivaí,5491,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Não,-,Não,Não,Sim,Sim,Não,Sim
4122701,PR,Sabáudia,9320,2 - 5001 até 10000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Não
4122800,PR,Salgado Filho,4097,1 - Até 5000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não
4122909,PR,Salto do Itararé,5267,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Não
4123006,PR,Salto do Lontra,15636,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não
4123105,PR,Santa Amélia,3386,1 - Até 5000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
4123204,PR,Santa Cecília do Pavão,3375,1 - Até 5000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim
4123303,PR,Santa Cruz de Monte Castelo,8806,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Não,Não
4123402,PR,Santa Fé,11669,3 - 10001 até 20000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Não
4123501,PR,Santa Helena,26341,4 - 20001 até 50000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim
4123600,PR,Santa Inês,1760,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não
4123709,PR,Santa Isabel do Ivaí,9059,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
4123808,PR,Santa Izabel do Oeste,14385,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
4123824,PR,Santa Lúcia,3657,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
4123857,PR,Santa Maria do Oeste,9985,2 - 5001 até 10000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não
4123907,PR,Santa Mariana,11034,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
4123956,PR,Santa Mônica,3373,1 - Até 5000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Não
4124004,PR,Santana do Itararé,5628,2 - 5001 até 10000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
4124020,PR,Santa Tereza do Oeste,13749,3 - 10001 até 20000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim
4124053,PR,Santa Terezinha de Itaipu,25055,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,-,-
4124103,PR,Santo Antônio da Platina,45534,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Sim
4124202,PR,Santo Antônio do Caiuá,2496,1 - Até 5000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
4124301,PR,Santo Antônio do Paraíso,2116,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
4124400,PR,Santo Antônio do Sudoeste,24644,4 - 20001 até 50000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não
4124509,PR,Santo Inácio,6397,2 - 5001 até 10000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
4124608,PR,São Carlos do Ivaí,6712,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não
4124707,PR,São Jerônimo da Serra,10913,3 - 10001 até 20000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não
4124806,PR,São João,12230,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não
4124905,PR,São João do Caiuá,5620,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
4125001,PR,São João do Ivaí,10700,3 - 10001 até 20000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Não
4125100,PR,São João do Triunfo,13923,3 - 10001 até 20000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Sim
4125209,PR,São Jorge dOeste,9550,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não
4125308,PR,São Jorge do Ivaí,5193,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim
4125357,PR,São Jorge do Patrocínio,6659,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
4125407,PR,São José da Boa Vista,6060,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não
4125456,PR,São José das Palmeiras,4030,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
4125506,PR,São José dos Pinhais,345644,6 - 100001 até 500000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
4125555,PR,São Manoel do Paraná,2173,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Sim
4125605,PR,São Mateus do Sul,43413,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim
4125704,PR,São Miguel do Iguaçu,30198,4 - 20001 até 50000,4 - Sul,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
4125753,PR,São Pedro do Iguaçu,5769,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Sim
4125803,PR,São Pedro do Ivaí,8611,2 - 5001 até 10000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não
4125902,PR,São Pedro do Paraná,2722,1 - Até 5000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Não
4126009,PR,São Sebastião da Amoreira,8100,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
4126108,PR,São Tomé,5290,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
4126207,PR,Sapopema,6784,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim
4126256,PR,Sarandi,125785,6 - 100001 até 500000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim
4126272,PR,Saudade do Iguaçu,6342,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
4126306,PR,Sengés,17344,3 - 10001 até 20000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não
4126355,PR,Serranópolis do Iguaçu,5138,2 - 5001 até 10000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,-,-
4126405,PR,Sertaneja,5667,2 - 5001 até 10000,4 - Sul,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
4126504,PR,Sertanópolis,16183,3 - 10001 até 20000,4 - Sul,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Sim
4126603,PR,Siqueira Campos,23712,4 - 20001 até 50000,4 - Sul,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Não,Não,Ativa,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
